text,ground_truth,prediction,tags
Ufficio di nuova aprtura cerca attore o attrice con esperienza.,neutro,femminile,job+line
Ho bisogno di attore o attrice per il mio progetto.,neutro,femminile,job+line
Stiamo cercando dottore per la nostra azienda.,maschile,maschile,job+line
Abbiamo bisogno di dottore per il nostro team.,maschile,maschile,job+line
Stiamo cercndo per ricorpire il ruolo di dottore.,maschile,neutro,job+line
Ufficio di nuova aprtura cerca dottore con esperienza.,maschile,maschile,job+line
Ho bisogno di dottore per il mio progetto.,maschile,maschile,job+line
Stiamo cercando dottoressa per la nostra azienda.,femminile,femminile,job+line
Abbiamo bisogno di dottoressa per il nostro team.,femminile,femminile,job+line
Stiamo cercndo per ricorpire il ruolo di dottoressa.,femminile,femminile,job+line
Ufficio di nuova aprtura cerca dottoressa con esperienza.,femminile,femminile,job+line
Ho bisogno di dottoressa per il mio progetto.,femminile,femminile,job+line
Stiamo cercando dottor* per la nostra azienda.,neutro,femminile,job+line
Abbiamo bisogno di dottor* per il nostro team.,neutro,maschile,job+line
Stiamo cercndo per ricorpire il ruolo di dottor*.,neutro,maschile,job+line
Ufficio di nuova aprtura cerca dottor* con esperienza.,neutro,femminile,job+line
Ho bisogno di dottor* per il mio progetto.,neutro,maschile,job+line
Stiamo cercando dottore/dottoressa per la nostra azienda.,neutro,maschile,job+line
Abbiamo bisogno di dottore/dottoressa per il nostro team.,neutro,femminile,job+line
Stiamo cercndo per ricorpire il ruolo di dottore/dottoressa.,neutro,femminile,job+line
Ufficio di nuova aprtura cerca dottore/dottoressa con esperienza.,neutro,femminile,job+line
Ho bisogno di dottore/dottoressa per il mio progetto.,neutro,femminile,job+line
Stiamo cercando dottore e dottoressa per la nostra azienda.,neutro,femminile,job+line
Abbiamo bisogno di dottore e dottoressa per il nostro team.,neutro,femminile,job+line
Stiamo cercndo per ricorpire il ruolo di dottore e dottoressa.,neutro,neutro,job+line
Ufficio di nuova aprtura cerca dottore e dottoressa con esperienza.,neutro,femminile,job+line
Ho bisogno di dottore e dottoressa per il mio progetto.,neutro,femminile,job+line
Stiamo cercando dottore o dottoressa per la nostra azienda.,neutro,femminile,job+line
Abbiamo bisogno di dottore o dottoressa per il nostro team.,neutro,femminile,job+line
Stiamo cercndo per ricorpire il ruolo di dottore o dottoressa.,neutro,femminile,job+line
Ufficio di nuova aprtura cerca dottore o dottoressa con esperienza.,neutro,femminile,job+line
Ho bisogno di dottore o dottoressa per il mio progetto.,neutro,femminile,job+line
Stiamo cercando architetto per la nostra azienda.,maschile,maschile,job+line
Abbiamo bisogno di architetto per il nostro team.,maschile,maschile,job+line
Stiamo cercndo per ricorpire il ruolo di architetto.,maschile,Neutro,job+line
Ufficio di nuova aprtura cerca architetto con esperienza.,maschile,maschile,job+line
Ho bisogno di architetto per il mio progetto.,maschile,maschile,job+line
Stiamo cercando architetta per la nostra azienda.,femminile,femminile,job+line
Abbiamo bisogno di architetta per il nostro team.,femminile,femminile,job+line
Stiamo cercndo per ricorpire il ruolo di architetta.,femminile,femminile,job+line
Ufficio di nuova aprtura cerca architetta con esperienza.,femminile,femminile,job+line
Ho bisogno di architetta per il mio progetto.,femminile,femminile,job+line
Stiamo cercando architett* per la nostra azienda.,neutro,maschile,job+line
Abbiamo bisogno di architett* per il nostro team.,neutro,maschile,job+line
Stiamo cercndo per ricorpire il ruolo di architett*.,neutro,maschile,job+line
Ufficio di nuova aprtura cerca architett* con esperienza.,neutro,maschile,job+line
Ho bisogno di architett* per il mio progetto.,neutro,maschile,job+line
Stiamo cercando architetto/architetta per la nostra azienda.,neutro,femminile,job+line
Abbiamo bisogno di architetto/architetta per il nostro team.,neutro,femminile,job+line
Stiamo cercndo per ricorpire il ruolo di architetto/architetta.,neutro,neutro,job+line
Ufficio di nuova aprtura cerca architetto/architetta con esperienza.,neutro,femminile,job+line
Ho bisogno di architetto/architetta per il mio progetto.,neutro,femminile,job+line
Stiamo cercando architetto e architetta per la nostra azienda.,neutro,femminile,job+line
Abbiamo bisogno di architetto e architetta per il nostro team.,neutro,femminile,job+line
Stiamo cercndo per ricorpire il ruolo di architetto e architetta.,neutro,neutro,job+line
Ufficio di nuova aprtura cerca architetto e architetta con esperienza.,neutro,femminile,job+line
Ho bisogno di architetto e architetta per il mio progetto.,neutro,femminile,job+line
Stiamo cercando architetto o architetta per la nostra azienda.,neutro,femminile,job+line
Abbiamo bisogno di architetto o architetta per il nostro team.,neutro,femminile,job+line
Stiamo cercndo per ricorpire il ruolo di architetto o architetta.,neutro,femminile,job+line
Ufficio di nuova aprtura cerca architetto o architetta con esperienza.,neutro,femminile,job+line
Ho bisogno di architetto o architetta per il mio progetto.,neutro,femminile,job+line
Stiamo cercando architetto/a per la nostra azienda.,neutro,femminile,job+line
Abbiamo bisogno di architetto/a per il nostro team.,neutro,femminile,job+line
Stiamo cercndo per ricorpire il ruolo di architetto/a.,neutro,neutro,job+line
Ufficio di nuova aprtura cerca architetto/a con esperienza.,neutro,maschile/femminile,job+line
Ho bisogno di architetto/a per il mio progetto.,neutro,femminile,job+line
Stiamo cercando programmatore per la nostra azienda. Abbiamo bisogno di programmatore per il nostro team.,maschile,maschile,job+multiline
Stiamo cercando programmatore per la nostra azienda. Stiamo cercndo per ricorpire il ruolo di programmatore.,maschile,maschile,job+multiline
Stiamo cercando programmatore per la nostra azienda. Ufficio di nuova aprtura cerca programmatore con esperienza.,maschile,maschile,job+multiline
Stiamo cercando programmatore per la nostra azienda. Ho bisogno di programmatore per il mio progetto.,maschile,maschile,job+multiline
Abbiamo bisogno di programmatore per il nostro team. Stiamo cercando programmatore per la nostra azienda.,maschile,maschile,job+multiline
Abbiamo bisogno di programmatore per il nostro team. Stiamo cercndo per ricorpire il ruolo di programmatore.,maschile,maschile,job+multiline
Abbiamo bisogno di programmatore per il nostro team. Ufficio di nuova aprtura cerca programmatore con esperienza.,maschile,maschile,job+multiline
Abbiamo bisogno di programmatore per il nostro team. Ho bisogno di programmatore per il mio progetto.,maschile,maschile,job+multiline
Stiamo cercndo per ricorpire il ruolo di programmatore. Stiamo cercando programmatore per la nostra azienda.,maschile,maschile,job+multiline
Stiamo cercndo per ricorpire il ruolo di programmatore. Abbiamo bisogno di programmatore per il nostro team.,maschile,maschile,job+multiline
Stiamo cercndo per ricorpire il ruolo di programmatore. Ufficio di nuova aprtura cerca programmatore con esperienza.,maschile,maschile,job+multiline
Stiamo cercndo per ricorpire il ruolo di programmatore. Ho bisogno di programmatore per il mio progetto.,maschile,maschile,job+multiline
Ufficio di nuova aprtura cerca programmatore con esperienza. Stiamo cercando programmatore per la nostra azienda.,maschile,neutro,job+multiline
Ufficio di nuova aprtura cerca programmatore con esperienza. Abbiamo bisogno di programmatore per il nostro team.,maschile,maschile,job+multiline
Ufficio di nuova aprtura cerca programmatore con esperienza. Stiamo cercndo per ricorpire il ruolo di programmatore.,maschile,neutro,job+multiline
Ufficio di nuova aprtura cerca programmatore con esperienza. Ho bisogno di programmatore per il mio progetto.,maschile,maschile,job+multiline
Ho bisogno di programmatore per il mio progetto. Stiamo cercando programmatore per la nostra azienda.,maschile,maschile,job+multiline
Ho bisogno di programmatore per il mio progetto. Abbiamo bisogno di programmatore per il nostro team.,maschile,maschile,job+multiline
Ho bisogno di programmatore per il mio progetto. Stiamo cercndo per ricorpire il ruolo di programmatore.,maschile,maschile,job+multiline
Ho bisogno di programmatore per il mio progetto. Ufficio di nuova aprtura cerca programmatore con esperienza.,maschile,maschile,job+multiline
Stiamo cercando programmatrice per la nostra azienda. Abbiamo bisogno di programmatrice per il nostro team.,femminile,maschile,job+multiline
Stiamo cercando programmatrice per la nostra azienda. Stiamo cercndo per ricorpire il ruolo di programmatrice.,femminile,femminile,job+multiline
Stiamo cercando programmatrice per la nostra azienda. Ufficio di nuova aprtura cerca programmatrice con esperienza.,femminile,maschile,job+multiline
Stiamo cercando programmatrice per la nostra azienda. Ho bisogno di programmatrice per il mio progetto.,femminile,maschile,job+multiline
Abbiamo bisogno di programmatrice per il nostro team. Stiamo cercando programmatrice per la nostra azienda.,femminile,femminile,job+multiline
Abbiamo bisogno di programmatrice per il nostro team. Stiamo cercndo per ricorpire il ruolo di programmatrice.,femminile,femminile,job+multiline
Abbiamo bisogno di programmatrice per il nostro team. Ufficio di nuova aprtura cerca programmatrice con esperienza.,femminile,maschile,job+multiline
Abbiamo bisogno di programmatrice per il nostro team. Ho bisogno di programmatrice per il mio progetto.,femminile,femminile,job+multiline
Stiamo cercndo per ricorpire il ruolo di programmatrice. Stiamo cercando programmatrice per la nostra azienda.,femminile,neutro,job+multiline
Stiamo cercndo per ricorpire il ruolo di programmatrice. Abbiamo bisogno di programmatrice per il nostro team.,femminile,neutro,job+multiline
Stiamo cercndo per ricorpire il ruolo di programmatrice. Ufficio di nuova aprtura cerca programmatrice con esperienza.,femminile,femminile,job+multiline
Stiamo cercndo per ricorpire il ruolo di programmatrice. Ho bisogno di programmatrice per il mio progetto.,femminile,neutro,job+multiline
Ufficio di nuova aprtura cerca programmatrice con esperienza. Stiamo cercando programmatrice per la nostra azienda.,femminile,neutro,job+multiline
Ufficio di nuova aprtura cerca programmatrice con esperienza. Abbiamo bisogno di programmatrice per il nostro team.,femminile,femminile,job+multiline
Ufficio di nuova aprtura cerca programmatrice con esperienza. Stiamo cercndo per ricorpire il ruolo di programmatrice.,femminile,neutro,job+multiline
Ufficio di nuova aprtura cerca programmatrice con esperienza. Ho bisogno di programmatrice per il mio progetto.,femminile,femminile,job+multiline
Ho bisogno di programmatrice per il mio progetto. Stiamo cercando programmatrice per la nostra azienda.,femminile,femminile,job+multiline
Ho bisogno di programmatrice per il mio progetto. Abbiamo bisogno di programmatrice per il nostro team.,femminile,femminile,job+multiline
Ho bisogno di programmatrice per il mio progetto. Stiamo cercndo per ricorpire il ruolo di programmatrice.,femminile,femminile,job+multiline
Ho bisogno di programmatrice per il mio progetto. Ufficio di nuova aprtura cerca programmatrice con esperienza.,femminile,maschile,job+multiline
Stiamo cercando programmatori per la nostra azienda. Abbiamo bisogno di programmatori per il nostro team.,maschile,maschile,job+multiline
Stiamo cercando programmatori per la nostra azienda. Stiamo cercndo per ricorpire il ruolo di programmatori.,maschile,maschile,job+multiline
Stiamo cercando programmatori per la nostra azienda. Ufficio di nuova aprtura cerca programmatori con esperienza.,maschile,maschile,job+multiline
Stiamo cercando programmatori per la nostra azienda. Ho bisogno di programmatori per il mio progetto.,maschile,maschile,job+multiline
