prompt_id,text_id,text_labels,response,text_JOB_value,text_ADJ_value,text_JOB_label,text_ADJ_label,text
zsl#0,t#1_JOB#9,TODO," la frase contiene la parola ""giardiniere"" che è di genere ""neutro"" e quindi la risposta è ""INCLUSIVO""",giardiniere,,neutro,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando giardiniere
zsl#0,t#1_JOB#10,TODO," la frase contiene la parola ""insegnante"" che è di genere ""neutro"" e quindi la risposta è ""INCLUSIVO""",insegnante,,neutro,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando insegnante
zsl#0,t#1_JOB#11,TODO," la frase contiene la parola ""igienista dentale"" che è di genere ""neutro"" e quindi la risposta è ""INCLUSIVO""",igienista dentale,,neutro,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando igienista dentale
zsl#0,t#1_JOB#12,TODO," la frase contiene la parola ""infermiere"" che è di genere ""maschile"" e quindi la risposta è ""NON INCLUSIVO""",infermiere,,maschile,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando infermiere
zsl#0,t#1_JOB#13,TODO," la frase contiene la parola ""infermiera"" che è di genere ""femminile"" e quindi la risposta è ""NON INCLUSIVO""",infermiera,,femminile,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando infermiera
zsl#0,t#1_JOB#14,TODO," la frase contiene la parola ""infermier*"" che è di genere ""neutro"" e quindi la risposta è ""INCLUSIVO""",infermier*,,neutro,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando infermier*
zsl#0,t#1_JOB#15,TODO," la frase contiene la parola ""infermiere/a"" che è di genere ""neutro"" e quindi la risposta è ""INCLUSIVO""",infermiere/a,,neutro,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando infermiere/a
zsl#0,t#1_JOB#16,TODO," la frase contiene la parola ""infermierÃ"" che è di genere ""neutro"" e quindi la risposta è ""INCLUSIVO""",infermierÃ,,neutro,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando infermierÃ
zsl#0,t#1_JOB#17,TODO," la frase contiene la parola ""infermiera/e"" che è di genere ""neutro"" e quindi la risposta è ""INCLUSIVO""",infermiera/e,,neutro,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando infermiera/e
zsl#0,t#1_JOB#18,TODO," la frase contiene la parola ""infermiera o infermiere"" che è di genere ""neutro"" e quindi la risposta è ""INCLUSIVO""",infermiera o infermiere,,neutro,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando infermiera o infermiere
zsl#0,t#1_JOB#19,TODO," la frase contiene la parola ""infermiere o infermiera"" che è di genere ""neutro"" e quindi la risposta è ""INCLUSIVO""",infermiere o infermiera,,neutro,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando infermiere o infermiera
zsl#0,t#1_JOB#20,TODO," la frase contiene la parola ""programmatore"" che è di genere ""maschile"" e quindi la risposta è ""NON INCLUSIVO""",programmatore,,maschile,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando programmatore
zsl#0,t#1_JOB#21,TODO," la frase contiene la parola ""programmatrice"" che è di genere ""femminile"" e quindi la risposta è ""NON INCLUSIVO""",programmatrice,,femminile,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando programmatrice
zsl#0,t#1_JOB#22,TODO," la frase contiene la parola ""programmatori"" che è di genere ""maschile"" e quindi la risposta è ""NON INCLUSIVO""",programmatori,,maschile,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando programmatori
zsl#0,t#1_JOB#23,TODO," la frase contiene la parola ""programmatrici"" che è di genere ""femminile"" e quindi la risposta è ""NON INCLUSIVO""",programmatrici,,femminile,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando programmatrici
zsl#0,t#1_JOB#24,TODO," la frase contiene la parola ""programmatori e programmatrici"" che è di genere ""neutro"" e quindi la risposta è ""INCLUSIVO""",programmatori e programmatrici,,neutro,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando programmatori e programmatrici
zsl#0,t#1_JOB#25,TODO," la frase contiene la parola ""programmatori o programmatrici"" che è di genere ""neutro"" e quindi la risposta è ""INCLUSIVO""",programmatori o programmatrici,,neutro,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando programmatori o programmatrici
zsl#0,t#1_JOB#26,TODO," la frase contiene la parola ""programmator*"" che è di genere ""neutro"" e quindi la risposta è ""INCLUSIVO""",programmator*,,neutro,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando programmator*
zsl#0,t#1_JOB#27,TODO," la frase contiene la parola ""programmatorÃ"" che è di genere ""neutro"" e quindi la risposta è ""INCLUSIVO""",programmatorÃ,,neutro,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando programmatorÃ
zsl#0,t#1_JOB#28,TODO," la frase contiene la parola ""impiegato"" che è di genere ""maschile"" e quindi la risposta è ""NON INCLUSIVO""",impiegato,,maschile,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando impiegato
zsl#0,t#1_JOB#29,TODO," la frase contiene la parola ""impiegata"" che è di genere ""femminile"" e quindi la risposta è ""NON INCLUSIVO""",impiegata,,femminile,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando impiegata
zsl#0,t#1_JOB#30,TODO," la frase contiene la parola ""impiegati"" che è di genere ""maschile"" e quindi la risposta è ""NON INCLUSIVO""",impiegati,,maschile,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando impiegati
zsl#0,t#1_JOB#31,TODO," la frase contiene la parola ""impiegate"" che è di genere ""femminile"" e quindi la risposta è ""NON INCLUSIVO""",impiegate,,femminile,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando impiegate
zsl#0,t#1_JOB#32,TODO," la frase contiene la parola ""impiegati e impiegate"" che è di genere ""neutro"" e quindi la risposta è ""INCLUSIVO""",impiegati e impiegate,,neutro,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando impiegati e impiegate
zsl#0,t#1_JOB#33,TODO," la frase contiene la parola ""impiegati o impiegate"" che è di genere ""neutro"" e quindi la risposta è ""INCLUSIVO""",impiegati o impiegate,,neutro,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando impiegati o impiegate
zsl#0,t#1_JOB#34,TODO," la frase contiene la parola ""impiegat*"" che è di genere ""neutro"" e quindi la risposta è ""INCLUSIVO""",impiegat*,,neutro,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando impiegat*
zsl#0,t#1_JOB#35,TODO," la frase contiene la parola ""impiegato/a"" che è di genere ""neutro"" e quindi la risposta è ""INCLUSIVO""",impiegato/a,,neutro,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando impiegato/a
zsl#0,t#1_JOB#36,TODO," la frase contiene la parola ""impiegatÃ"" che è di genere ""neutro"" e quindi la risposta è ""INCLUSIVO""",impiegatÃ,,neutro,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando impiegatÃ
zsl#0,t#1_JOB#37,TODO," la frase contiene la parola ""cameriere"" che è di genere ""neutro"" e quindi la risposta è ""INCLUSIVO""",cameriere,,neutro,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando cameriere
zsl#0,t#1_JOB#38,TODO," la frase contiene la parola ""cameriera"" che è di genere ""femminile"" e quindi la risposta è ""NON INCLUSIVO""",cameriera,,femminile,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando cameriera
zsl#0,t#1_JOB#39,TODO," la frase contiene la parola ""camerier*"" che è di genere ""neutro"" e quindi la risposta è ""INCLUSIVO""",camerier*,,neutro,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando camerier*
zsl#0,t#1_JOB#40,TODO," la frase contiene la parola ""cameriere/a"" che è di genere ""neutro"" e quindi la risposta è ""INCLUSIVO""",cameriere/a,,neutro,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando cameriere/a
zsl#0,t#1_JOB#41,TODO," la frase contiene la parola ""camerierÃ"" che è di genere ""neutro"" e quindi la risposta è ""INCLUSIVO""",camerierÃ,,neutro,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando camerierÃ
zsl#0,t#1_JOB#42,TODO," la frase contiene la parola ""cameriere/cameriera"" che è di genere ""neutro"" e quindi la risposta è ""INCLUSIVO""",cameriere/cameriera,,neutro,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando cameriere/cameriera
zsl#0,t#1_JOB#43,TODO," la frase contiene la parola ""cameriere e cameriera"" che è di genere ""neutro"" e quindi la risposta è ""INCLUSIVO""",cameriere e cameriera,,neutro,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando cameriere e cameriera
zsl#0,t#1_JOB#44,TODO," la frase contiene la parola ""cameriere o cameriera"" che è di genere ""neutro"" e quindi la risposta è ""INCLUSIVO""",cameriere o cameriera,,neutro,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando cameriere o cameriera
zsl#0,t#1_JOB#45,TODO," la frase contiene la parola ""segretario"" che è di genere ""maschile"" e quindi la risposta è ""NON INCLUSIVO""",segretario,,maschile,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando segretario
zsl#0,t#1_JOB#46,TODO," la frase contiene la parola ""segretaria"" che è di genere ""femminile"" e quindi la risposta è ""NON INCLUSIVO""",segretaria,,femminile,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando segretaria
zsl#0,t#1_JOB#47,TODO," la frase contiene la parola ""segretar*"" che è di genere ""neutro"" e quindi la risposta è ""INCLUSIVO""",segretar*,,neutro,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando segretar*
zsl#0,t#1_JOB#48,TODO," la frase contiene la parola ""segretario/a"" che è di genere ""neutro"" e quindi la risposta è ""INCLUSIVO""",segretario/a,,neutro,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando segretario/a
zsl#0,t#1_JOB#49,TODO," la frase contiene la parola ""segretarÃ"" che è di genere ""neutro"" e quindi la risposta è ""INCLUSIVO""",segretarÃ,,neutro,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando segretarÃ
zsl#0,t#1_JOB#50,TODO," la frase contiene la parola ""segretaria o segretario"" che è di genere ""neutro"" e quindi la risposta è ""INCLUSIVO""",segretaria o segretario,,neutro,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando segretaria o segretario
zsl#0,t#1_JOB#51,TODO," la frase contiene la parola ""segretario o segretaria"" che è di genere ""neutro"" e quindi la risposta è ""INCLUSIVO""",segretario o segretaria,,neutro,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando segretario o segretaria
zsl#0,t#1_JOB#52,TODO," la frase contiene la parola ""segretario/segretaria"" che è di genere ""neutro"" e quindi la risposta è ""INCLUSIVO""",segretario/segretaria,,neutro,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando segretario/segretaria
zsl#0,t#1_JOB#53,TODO," la frase contiene la parola ""direttore"" che è di genere ""maschile"" e quindi la risposta è ""NON INCLUSIVO""",direttore,,maschile,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando direttore
zsl#0,t#1_JOB#54,TODO," la frase contiene la parola ""direttrice"" che è di genere ""femminile"" e quindi la risposta è ""NON INCLUSIVO""",direttrice,,femminile,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando direttrice
zsl#0,t#1_JOB#55,TODO," la frase contiene la parola ""direttor*"" che è di genere ""neutro"" e quindi la risposta è ""INCLUSIVO""",direttor*,,neutro,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando direttor*
zsl#0,t#1_JOB#56,TODO," la frase contiene la parola ""direttorÃ"" che è di genere ""neutro"" e quindi la risposta è ""INCLUSIVO""",direttorÃ,,neutro,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando direttorÃ
zsl#0,t#1_JOB#57,TODO," la frase contiene la parola ""direttore/direttrice"" che è di genere ""neutro"" e quindi la risposta è ""INCLUSIVO""",direttore/direttrice,,neutro,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando direttore/direttrice
zsl#0,t#1_JOB#58,TODO," la frase contiene la parola ""direttrice o direttore"" che è di genere ""neutro"" e quindi la risposta è ""INCLUSIVO""",direttrice o direttore,,neutro,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando direttrice o direttore
zsl#0,t#1_JOB#59,TODO," la frase contiene la parola ""direttore o direttrice"" che è di genere ""neutro"" e quindi la risposta è ""INCLUSIVO""",direttore o direttrice,,neutro,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando direttore o direttrice
zsl#0,t#1_JOB#60,TODO," la frase contiene la parola ""ballerina"" che è di genere ""femminile"" e quindi la risposta è ""NON INCLUSIVO""",ballerina,,femminile,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando ballerina
zsl#0,t#1_JOB#61,TODO," la frase contiene la parola ""ballerino"" che è di genere ""maschile"" e quindi la risposta è ""NON INCLUSIVO""",ballerino,,maschile,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando ballerino
zsl#0,t#1_JOB#62,TODO," la frase contiene la parola ""ballerin*"" che è di genere ""neutro"" e quindi la risposta è ""INCLUSIVO""",ballerin*,,neutro,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando ballerin*
zsl#0,t#1_JOB#63,TODO," la frase contiene la parola ""ballerino/a"" che è di genere ""neutro"" e quindi la risposta è ""INCLUSIVO""",ballerino/a,,neutro,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando ballerino/a
zsl#0,t#1_JOB#64,TODO," la frase contiene la parola ""ballerinÃ"" che è di genere ""neutro"" e quindi la risposta è ""INCLUSIVO""",ballerinÃ,,neutro,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando ballerinÃ
zsl#0,t#1_JOB#65,TODO," la frase contiene la parola ""attore"" che è di genere ""maschile"" e quindi la risposta è ""NON INCLUSIVO""",attore,,maschile,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando attore
zsl#0,t#1_JOB#66,TODO," la frase contiene la parola ""attrice"" che è di genere ""femminile"" e quindi la risposta è ""NON INCLUSIVO""",attrice,,femminile,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando attrice
zsl#0,t#1_JOB#67,TODO," la frase contiene la parola ""attor*"" che è di genere ""neutro"" e quindi la risposta è ""INCLUSIVO""",attor*,,neutro,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando attor*
zsl#0,t#1_JOB#68,TODO," la frase contiene la parola ""attorÃ"" che è di genere ""neutro"" e quindi la risposta è ""INCLUSIVO""",attorÃ,,neutro,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando attorÃ
zsl#0,t#1_JOB#69,TODO," la frase contiene la parola ""attore/attrice"" che è di genere ""neutro"" e quindi la risposta è ""INCLUSIVO""",attore/attrice,,neutro,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando attore/attrice
zsl#0,t#1_JOB#70,TODO," la frase contiene la parola ""attrice o attore"" che è di genere ""neutro"" e quindi la risposta è ""INCLUSIVO""",attrice o attore,,neutro,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando attrice o attore
zsl#0,t#1_JOB#71,TODO," la frase contiene la parola ""attore o attrice"" che è di genere ""neutro"" e quindi la risposta è ""INCLUSIVO""",attore o attrice,,neutro,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando attore o attrice
zsl#0,t#1_JOB#72,TODO," la frase contiene la parola ""dottore"" che è di genere ""maschile"" e quindi la risposta è ""NON INCLUSIVO""",dottore,,maschile,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando dottore
zsl#0,t#1_JOB#73,TODO," la frase contiene la parola ""dottoressa"" che è di genere ""femminile"" e quindi la risposta è ""NON INCLUSIVO""",dottoressa,,femminile,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando dottoressa
zsl#0,t#1_JOB#74,TODO," la frase contiene la parola ""dottor*"" che è di genere ""neutro"" e quindi la risposta è ""INCLUSIVO""",dottor*,,neutro,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando dottor*
zsl#0,t#1_JOB#75,TODO," la frase contiene la parola ""dottorÃ"" che è di genere ""neutro"" e quindi la risposta è ""INCLUSIVO""",dottorÃ,,neutro,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando dottorÃ
zsl#0,t#1_JOB#76,TODO," la frase contiene la parola ""dottore/dottoressa"" che è di genere ""neutro"" e quindi la risposta è ""INCLUSIVO""",dottore/dottoressa,,neutro,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando dottore/dottoressa
zsl#0,t#1_JOB#77,TODO," la frase contiene la parola ""dottoressa o dottore"" che è di genere ""neutro"" e quindi la risposta è ""INCLUSIVO""",dottoressa o dottore,,neutro,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando dottoressa o dottore
zsl#0,t#1_JOB#78,TODO," la frase contiene la parola ""dottore o dottoressa"" che è di genere ""neutro"" e quindi la risposta è ""INCLUSIVO""",dottore o dottoressa,,neutro,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando dottore o dottoressa
zsl#0,t#1_JOB#79,TODO," la frase contiene la parola ""architetto"" che è di genere ""maschile"" e quindi la risposta è ""NON INCLUSIVO""",architetto,,maschile,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando architetto
zsl#0,t#1_JOB#80,TODO," la frase contiene la parola ""architetta"" che è di genere ""femminile"" e quindi la risposta è ""NON INCLUSIVO""",architetta,,femminile,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando architetta
zsl#0,t#1_JOB#81,TODO," la frase contiene la parola ""architett*"" che è di genere ""neutro"" e quindi la risposta è ""INCLUSIVO""",architett*,,neutro,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando architett*
zsl#0,t#1_JOB#82,TODO," la frase contiene la parola ""architettÃ"" che è di genere ""neutro"" e quindi la risposta è ""INCLUSIVO""",architettÃ,,neutro,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando architettÃ
zsl#0,t#1_JOB#83,TODO," la frase contiene la parola ""architetto/architetta"" che è di genere ""neutro"" e quindi la risposta è ""INCLUSIVO""",architetto/architetta,,neutro,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando architetto/architetta
zsl#0,t#1_JOB#84,TODO," la frase contiene la parola ""architetta o architetto"" che è di genere ""neutro"" e quindi la risposta è ""INCLUSIVO""",architetta o architetto,,neutro,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando architetta o architetto
zsl#0,t#1_JOB#85,TODO," la frase contiene la parola ""architetto o architetta"" che è di genere ""neutro"" e quindi la risposta è ""INCLUSIVO""",architetto o architetta,,neutro,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando architetto o architetta
zsl#0,t#1_JOB#86,TODO," la frase contiene la parola ""architetto/a"" che è di genere ""neutro"" e quindi la risposta è ""INCLUSIVO""",architetto/a,,neutro,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando architetto/a
zsl#0,t#1_JOB#87,TODO," la frase contiene la parola ""candidato"" che è di genere ""maschile"" e quindi la risposta è ""NON INCLUSIVO""",candidato,,maschile,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando candidato
zsl#0,t#1_JOB#88,TODO," la frase contiene la parola ""candidata"" che è di genere ""femminile"" e quindi la risposta è ""NON INCLUSIVO""",candidata,,femminile,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando candidata
zsl#0,t#1_JOB#89,TODO," la frase contiene la parola ""candidat*"" che è di genere ""neutro"" e quindi la risposta è ""INCLUSIVO""",candidat*,,neutro,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando candidat*
zsl#0,t#1_JOB#90,TODO," la frase contiene la parola ""candidato/a"" che è di genere ""neutro"" e quindi la risposta è ""INCLUSIVO""",candidato/a,,neutro,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando candidato/a
zsl#0,t#1_JOB#91,TODO," la frase contiene la parola ""candidatÃ"" che è di genere ""neutro"" e quindi la risposta è ""INCLUSIVO""",candidatÃ,,neutro,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando candidatÃ
zsl#0,t#1_JOB#92,TODO," la frase contiene la parola ""commessa"" che è di genere ""femminile"" e quindi la risposta è ""NON INCLUSIVO""",commessa,,femminile,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando commessa
zsl#0,t#1_JOB#93,TODO," la frase contiene la parola ""commesso"" che è di genere ""maschile"" e quindi la risposta è ""NON INCLUSIVO""",commesso,,maschile,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando commesso
zsl#0,t#1_JOB#94,TODO," la frase contiene la parola ""commess*"" che è di genere ""neutro"" e quindi la risposta è ""INCLUSIVO""",commess*,,neutro,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando commess*
zsl#0,t#1_JOB#95,TODO," la frase contiene la parola ""commesso/a"" che è di genere ""neutro"" e quindi la risposta è ""INCLUSIVO""",commesso/a,,neutro,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando commesso/a
zsl#0,t#1_JOB#96,TODO," la frase contiene la parola ""commessÃ"" che è di genere ""neutro"" e quindi la risposta è ""INCLUSIVO""",commessÃ,,neutro,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando commessÃ
zsl#0,t#1_JOB#97,TODO," la frase contiene la parola ""commessa/o"" che è di genere ""neutro"" e quindi la risposta è ""INCLUSIVO""",commessa/o,,neutro,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando commessa/o
zsl#0,t#1_JOB#98,TODO," la frase contiene la parola ""commesso o commessa"" che è di genere ""neutro"" e quindi la risposta è ""INCLUSIVO""",commesso o commessa,,neutro,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando commesso o commessa
zsl#0,t#1_JOB#99,TODO," la frase contiene la parola ""commessa o commesso"" che è di genere ""neutro"" e quindi la risposta è ""INCLUSIVO""",commessa o commesso,,neutro,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando commessa o commesso
zsl#0,t#1_JOB#100,TODO," la frase contiene la parola ""cuoco"" che è di genere ""maschile"" e quindi la risposta è ""NON INCLUSIVO""",cuoco,,maschile,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando cuoco
zsl#0,t#1_JOB#101,TODO," la frase contiene la parola ""cuoca"" che è di genere ""femminile"" e quindi la risposta è ""NON INCLUSIVO""",cuoca,,femminile,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando cuoca
zsl#0,t#1_JOB#102,TODO," la frase contiene la parola ""cuoc*"" che è di genere ""neutro"" e quindi la risposta è ""INCLUSIVO""",cuoc*,,neutro,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando cuoc*
zsl#0,t#1_JOB#103,TODO," la frase contiene la parola ""cuoco/a"" che è di genere ""neutro"" e quindi la risposta è ""INCLUSIVO""",cuoco/a,,neutro,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando cuoco/a
zsl#0,t#1_JOB#104,TODO," la frase contiene la parola ""cuocÃ"" che è di genere ""neutro"" e quindi la risposta è ""INCLUSIVO""",cuocÃ,,neutro,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando cuocÃ
zsl#0,t#1_JOB#105,TODO," la frase contiene la parola ""cuoca/o"" che è di genere ""neutro"" e quindi la risposta è ""INCLUSIVO""",cuoca/o,,neutro,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando cuoca/o
zsl#0,t#1_JOB#106,TODO," la frase contiene la parola ""cuoco o cuoca"" che è di genere ""neutro"" e quindi la risposta è ""INCLUSIVO""",cuoco o cuoca,,neutro,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando cuoco o cuoca
zsl#0,t#1_JOB#107,TODO," la frase contiene la parola ""cuoca o cuoco"" che è di genere ""neutro"" e quindi la risposta è ""INCLUSIVO""",cuoca o cuoco,,neutro,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando cuoca o cuoco
zsl#0,t#1_JOB#108,TODO," la frase contiene la parola ""parrucchiera"" che è di genere ""femminile"" e quindi la risposta è ""NON INCLUSIVO""",parrucchiera,,femminile,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando parrucchiera
zsl#0,t#1_JOB#109,TODO," la frase contiene la parola ""parrucchiere"" che è di genere ""maschile"" e quindi la risposta è ""NON INCLUSIVO""",parrucchiere,,maschile,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando parrucchiere
zsl#0,t#1_JOB#110,TODO," la frase contiene la parola ""parrucchier*"" che è di genere ""neutro"" e quindi la risposta è ""INCLUSIVO""",parrucchier*,,neutro,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando parrucchier*
zsl#0,t#1_JOB#111,TODO," la frase contiene la parola ""parrucchiere/a"" che è di genere ""neutro"" e quindi la risposta è ""INCLUSIVO""",parrucchiere/a,,neutro,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando parrucchiere/a
zsl#0,t#1_JOB#112,TODO," la frase contiene la parola ""parrucchiera/e"" che è di genere ""neutro"" e quindi la risposta è ""INCLUSIVO""",parrucchiera/e,,neutro,,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando parrucchiera/e
