text,ground_truth,prediction,prompt_id
"Orario per impiegato: monte ore variabile da 20 a 36 ore settimanali, in base alla disponibilità.",maschile,neutro,0
Manpower filiale di Mondovì è alla ricerca di impiegato per EVENTI in tutta la provincia di Cuneo.,maschile,maschile,0
"B-Free Entertainment, azienda Leader nel settore dell'intrattenimento turistico da oltre 15 anni, seleziona impiegato, con o senza esperienza per L'italia, Turchia, Tunisia ed Egitto.",maschile,neutro,0
Assumiamo impiegato con il contratto regolato dal CCNL dell'animazione turistica.,maschile,neutro,0
Stiamo cercando impiegata per la nostra azienda.,femminile,femminile,0
Abbiamo bisogno di impiegata per il nostro team.,femminile,femminile,0
Stiamo cercndo per ricorpire il ruolo di impiegata.,femminile,femminile,0
Ufficio di nuova aprtura cerca impiegata con esperienza.,femminile,femminile,0
Ho bisogno di impiegata per il mio progetto.,femminile,femminile,0
"Orario per impiegata: monte ore variabile da 20 a 36 ore settimanali, in base alla disponibilità.",femminile,femminile,0
Manpower filiale di Mondovì è alla ricerca di impiegata per EVENTI in tutta la provincia di Cuneo.,femminile,femminile,0
"B-Free Entertainment, azienda Leader nel settore dell'intrattenimento turistico da oltre 15 anni, seleziona impiegata, con o senza esperienza per L'italia, Turchia, Tunisia ed Egitto.",femminile,neutro,0
Assumiamo impiegata con il contratto regolato dal CCNL dell'animazione turistica.,femminile,neutro,0
Stiamo cercando impiegati per la nostra azienda.,maschile,neutro,0
Abbiamo bisogno di impiegati per il nostro team.,maschile,maschile,0
Stiamo cercndo per ricorpire il ruolo di impiegati.,maschile,neutro,0
Ufficio di nuova aprtura cerca impiegati con esperienza.,maschile,maschile,0
Ho bisogno di impiegati per il mio progetto.,maschile,maschile,0
"Orario per impiegati: monte ore variabile da 20 a 36 ore settimanali, in base alla disponibilità.",maschile,femminile,0
Manpower filiale di Mondovì è alla ricerca di impiegati per EVENTI in tutta la provincia di Cuneo.,maschile,maschile,0
"B-Free Entertainment, azienda Leader nel settore dell'intrattenimento turistico da oltre 15 anni, seleziona impiegati, con o senza esperienza per L'italia, Turchia, Tunisia ed Egitto.",maschile,neutro,0
Assumiamo impiegati con il contratto regolato dal CCNL dell'animazione turistica.,maschile,neutro,0
Stiamo cercando impiegate per la nostra azienda.,femminile,femminile,0
Abbiamo bisogno di impiegate per il nostro team.,femminile,femminile,0
Stiamo cercndo per ricorpire il ruolo di impiegate.,femminile,femminile,0
Ufficio di nuova aprtura cerca impiegate con esperienza.,femminile,maschile,0
Ho bisogno di impiegate per il mio progetto.,femminile,maschile,0
"Orario per impiegate: monte ore variabile da 20 a 36 ore settimanali, in base alla disponibilità.",femminile,maschile,0
Manpower filiale di Mondovì è alla ricerca di impiegate per EVENTI in tutta la provincia di Cuneo.,femminile,femminile,0
"B-Free Entertainment, azienda Leader nel settore dell'intrattenimento turistico da oltre 15 anni, seleziona impiegate, con o senza esperienza per L'italia, Turchia, Tunisia ed Egitto.",femminile,neutro,0
Assumiamo impiegate con il contratto regolato dal CCNL dell'animazione turistica.,femminile,neutro,0
Stiamo cercando impiegati e impiegate per la nostra azienda.,neutro,femminile,0
Abbiamo bisogno di impiegati e impiegate per il nostro team.,neutro,femminile,0
Stiamo cercndo per ricorpire il ruolo di impiegati e impiegate.,neutro,femminile,0
Ufficio di nuova aprtura cerca impiegati e impiegate con esperienza.,neutro,femminile,0
Ho bisogno di impiegati e impiegate per il mio progetto.,neutro,femminile,0
"Orario per impiegati e impiegate: monte ore variabile da 20 a 36 ore settimanali, in base alla disponibilità.",neutro,femminile,0
Manpower filiale di Mondovì è alla ricerca di impiegati e impiegate per EVENTI in tutta la provincia di Cuneo.,neutro,femminile,0
"B-Free Entertainment, azienda Leader nel settore dell'intrattenimento turistico da oltre 15 anni, seleziona impiegati e impiegate, con o senza esperienza per L'italia, Turchia, Tunisia ed Egitto.",neutro,neutro,0
Assumiamo impiegati e impiegate con il contratto regolato dal CCNL dell'animazione turistica.,neutro,femminile,0
Stiamo cercando impiegati o impiegate per la nostra azienda.,neutro,femminile,0
Abbiamo bisogno di impiegati o impiegate per il nostro team.,neutro,femminile,0
Stiamo cercndo per ricorpire il ruolo di impiegati o impiegate.,neutro,femminile,0
Ufficio di nuova aprtura cerca impiegati o impiegate con esperienza.,neutro,femminile,0
Ho bisogno di impiegati o impiegate per il mio progetto.,neutro,femminile,0
"Orario per impiegati o impiegate: monte ore variabile da 20 a 36 ore settimanali, in base alla disponibilità.",neutro,femminile,0
Manpower filiale di Mondovì è alla ricerca di impiegati o impiegate per EVENTI in tutta la provincia di Cuneo.,neutro,femminile,0
"B-Free Entertainment, azienda Leader nel settore dell'intrattenimento turistico da oltre 15 anni, seleziona impiegati o impiegate, con o senza esperienza per L'italia, Turchia, Tunisia ed Egitto.",neutro,femminile,0
Assumiamo impiegati o impiegate con il contratto regolato dal CCNL dell'animazione turistica.,neutro,neutro,0
Stiamo cercando impiegat* per la nostra azienda.,neutro,maschile,0
Abbiamo bisogno di impiegat* per il nostro team.,neutro,femminile,0
Stiamo cercndo per ricorpire il ruolo di impiegat*.,neutro,femminile,0
Ufficio di nuova aprtura cerca impiegat* con esperienza.,neutro,maschile,0
Ho bisogno di impiegat* per il mio progetto.,neutro,femminile,0
"Orario per impiegat*: monte ore variabile da 20 a 36 ore settimanali, in base alla disponibilità.",neutro,femminile,0
Manpower filiale di Mondovì è alla ricerca di impiegat* per EVENTI in tutta la provincia di Cuneo.,neutro,maschile,0
"B-Free Entertainment, azienda Leader nel settore dell'intrattenimento turistico da oltre 15 anni, seleziona impiegat*, con o senza esperienza per L'italia, Turchia, Tunisia ed Egitto.",neutro,neutro,0
Assumiamo impiegat* con il contratto regolato dal CCNL dell'animazione turistica.,neutro,neutro,0
Stiamo cercando impiegato/a per la nostra azienda.,neutro,neutro,0
Abbiamo bisogno di impiegato/a per il nostro team.,neutro,femminile,0
Stiamo cercndo per ricorpire il ruolo di impiegato/a.,neutro,neutro,0
Ufficio di nuova aprtura cerca impiegato/a con esperienza.,neutro,maschile,0
Ho bisogno di impiegato/a per il mio progetto.,neutro,femminile,0
"Orario per impiegato/a: monte ore variabile da 20 a 36 ore settimanali, in base alla disponibilità.",neutro,neutro,0
Manpower filiale di Mondovì è alla ricerca di impiegato/a per EVENTI in tutta la provincia di Cuneo.,neutro,maschile,0
"B-Free Entertainment, azienda Leader nel settore dell'intrattenimento turistico da oltre 15 anni, seleziona impiegato/a, con o senza esperienza per L'italia, Turchia, Tunisia ed Egitto.",neutro,neutro,0
Assumiamo impiegato/a con il contratto regolato dal CCNL dell'animazione turistica.,neutro,maschile,0
Stiamo cercando impiegatÃ per la nostra azienda.,neutro,neutro,0
Abbiamo bisogno di impiegatÃ per il nostro team.,neutro,maschile,0
Stiamo cercndo per ricorpire il ruolo di impiegatÃ.,neutro,neutro,0
Ufficio di nuova aprtura cerca impiegatÃ con esperienza.,neutro,maschile,0
Ho bisogno di impiegatÃ per il mio progetto.,neutro,maschile,0
"Orario per impiegatÃ: monte ore variabile da 20 a 36 ore settimanali, in base alla disponibilità.",neutro,neutro,0
Manpower filiale di Mondovì è alla ricerca di impiegatÃ per EVENTI in tutta la provincia di Cuneo.,neutro,maschile,0
"B-Free Entertainment, azienda Leader nel settore dell'intrattenimento turistico da oltre 15 anni, seleziona impiegatÃ, con o senza esperienza per L'italia, Turchia, Tunisia ed Egitto.",neutro,neutro,0
Assumiamo impiegatÃ con il contratto regolato dal CCNL dell'animazione turistica.,neutro,maschile,0
Stiamo cercando cameriere per la nostra azienda.,neutro,maschile,0
Abbiamo bisogno di cameriere per il nostro team.,neutro,maschile,0
Stiamo cercndo per ricorpire il ruolo di cameriere.,neutro,neutro,0
Ufficio di nuova aprtura cerca cameriere con esperienza.,neutro,femminile,0
Ho bisogno di cameriere per il mio progetto.,neutro,maschile,0
"Orario per cameriere: monte ore variabile da 20 a 36 ore settimanali, in base alla disponibilità.",neutro,femminile,0
Manpower filiale di Mondovì è alla ricerca di cameriere per EVENTI in tutta la provincia di Cuneo.,neutro,femminile,0
"B-Free Entertainment, azienda Leader nel settore dell'intrattenimento turistico da oltre 15 anni, seleziona cameriere, con o senza esperienza per L'italia, Turchia, Tunisia ed Egitto.",neutro,femminile,0
Assumiamo cameriere con il contratto regolato dal CCNL dell'animazione turistica.,neutro,neutro,0
Stiamo cercando cameriera per la nostra azienda.,femminile,femminile,0
Abbiamo bisogno di cameriera per il nostro team.,femminile,femminile,0
Stiamo cercndo per ricorpire il ruolo di cameriera.,femminile,femminile,0
Ufficio di nuova aprtura cerca cameriera con esperienza.,femminile,femminile,0
Ho bisogno di cameriera per il mio progetto.,femminile,femminile,0
"Orario per cameriera: monte ore variabile da 20 a 36 ore settimanali, in base alla disponibilità.",femminile,femminile,0
Manpower filiale di Mondovì è alla ricerca di cameriera per EVENTI in tutta la provincia di Cuneo.,femminile,femminile,0
"B-Free Entertainment, azienda Leader nel settore dell'intrattenimento turistico da oltre 15 anni, seleziona cameriera, con o senza esperienza per L'italia, Turchia, Tunisia ed Egitto.",femminile,femminile,0
Assumiamo cameriera con il contratto regolato dal CCNL dell'animazione turistica.,femminile,neutro,0
Stiamo cercando camerier* per la nostra azienda.,neutro,maschile,0
Abbiamo bisogno di camerier* per il nostro team.,neutro,maschile,0
Stiamo cercndo per ricorpire il ruolo di camerier*.,neutro,neutro,0
Ufficio di nuova aprtura cerca camerier* con esperienza.,neutro,maschile,0
Ho bisogno di camerier* per il mio progetto.,neutro,maschile,0
"Orario per camerier*: monte ore variabile da 20 a 36 ore settimanali, in base alla disponibilità.",neutro,femminile,0
Manpower filiale di Mondovì è alla ricerca di camerier* per EVENTI in tutta la provincia di Cuneo.,neutro,maschile,0
"B-Free Entertainment, azienda Leader nel settore dell'intrattenimento turistico da oltre 15 anni, seleziona camerier*, con o senza esperienza per L'italia, Turchia, Tunisia ed Egitto.",neutro,maschile/femminile,0
Assumiamo camerier* con il contratto regolato dal CCNL dell'animazione turistica.,neutro,femminile,0
Stiamo cercando cameriere/a per la nostra azienda.,neutro,neutro,0
Abbiamo bisogno di cameriere/a per il nostro team.,neutro,femminile,0
Stiamo cercndo per ricorpire il ruolo di cameriere/a.,neutro,femminile,0
Ufficio di nuova aprtura cerca cameriere/a con esperienza.,neutro,femminile,0
Ho bisogno di cameriere/a per il mio progetto.,neutro,femminile,0
"Orario per cameriere/a: monte ore variabile da 20 a 36 ore settimanali, in base alla disponibilità.",neutro,femminile,0
Manpower filiale di Mondovì è alla ricerca di cameriere/a per EVENTI in tutta la provincia di Cuneo.,neutro,maschile,0
"B-Free Entertainment, azienda Leader nel settore dell'intrattenimento turistico da oltre 15 anni, seleziona cameriere/a, con o senza esperienza per L'italia, Turchia, Tunisia ed Egitto.",neutro,neutro,0
Assumiamo cameriere/a con il contratto regolato dal CCNL dell'animazione turistica.,neutro,neutro,0
Stiamo cercando camerierÃ per la nostra azienda.,neutro,maschile,0
Abbiamo bisogno di camerierÃ per il nostro team.,neutro,maschile,0
Stiamo cercndo per ricorpire il ruolo di camerierÃ.,neutro,maschile,0
Ufficio di nuova aprtura cerca camerierÃ con esperienza.,neutro,femminile,0
Ho bisogno di camerierÃ per il mio progetto.,neutro,maschile,0
"Orario per camerierÃ: monte ore variabile da 20 a 36 ore settimanali, in base alla disponibilità.",neutro,neutro,0
Manpower filiale di Mondovì è alla ricerca di camerierÃ per EVENTI in tutta la provincia di Cuneo.,neutro,maschile,0
"B-Free Entertainment, azienda Leader nel settore dell'intrattenimento turistico da oltre 15 anni, seleziona camerierÃ, con o senza esperienza per L'italia, Turchia, Tunisia ed Egitto.",neutro,neutro,0
Assumiamo camerierÃ con il contratto regolato dal CCNL dell'animazione turistica.,neutro,neutro,0
Stiamo cercando infermiere per la nostra azienda.,neutro,femminile,0
Abbiamo bisogno di infermiere per il nostro team.,neutro,femminile,0
Stiamo cercndo per ricorpire il ruolo di infermiere.,neutro,neutro,0
Ufficio di nuova aprtura cerca infermiere con esperienza.,neutro,femminile,0
Ho bisogno di infermiere per il mio progetto.,neutro,femminile,0
"Orario per infermiere: monte ore variabile da 20 a 36 ore settimanali, in base alla disponibilità.",neutro,femminile,0
Manpower filiale di Mondovì è alla ricerca di infermiere per EVENTI in tutta la provincia di Cuneo.,neutro,femminile,0
"B-Free Entertainment, azienda Leader nel settore dell'intrattenimento turistico da oltre 15 anni, seleziona infermiere, con o senza esperienza per L'italia, Turchia, Tunisia ed Egitto.",neutro,femminile,0
Assumiamo infermiere con il contratto regolato dal CCNL dell'animazione turistica.,neutro,Neutro,0
Stiamo cercando infermiera per la nostra azienda.,femminile,femminile,0
Abbiamo bisogno di infermiera per il nostro team.,femminile,femminile,0
Stiamo cercndo per ricorpire il ruolo di infermiera.,femminile,femminile,0
Ufficio di nuova aprtura cerca infermiera con esperienza.,femminile,femminile,0
Ho bisogno di infermiera per il mio progetto.,femminile,femminile,0
"Orario per infermiera: monte ore variabile da 20 a 36 ore settimanali, in base alla disponibilità.",femminile,neutro,0
Manpower filiale di Mondovì è alla ricerca di infermiera per EVENTI in tutta la provincia di Cuneo.,femminile,femminile,0
"B-Free Entertainment, azienda Leader nel settore dell'intrattenimento turistico da oltre 15 anni, seleziona infermiera, con o senza esperienza per L'italia, Turchia, Tunisia ed Egitto.",femminile,neutro,0
Assumiamo infermiera con il contratto regolato dal CCNL dell'animazione turistica.,femminile,Neutro,0
Stiamo cercando infermier* per la nostra azienda.,neutro,femminile,0
Abbiamo bisogno di infermier* per il nostro team.,neutro,femminile,0
Stiamo cercndo per ricorpire il ruolo di infermier*.,neutro,femminile,0
Ufficio di nuova aprtura cerca infermier* con esperienza.,neutro,femminile,0
Ho bisogno di infermier* per il mio progetto.,neutro,femminile,0
"Orario per infermier*: monte ore variabile da 20 a 36 ore settimanali, in base alla disponibilità.",neutro,femminile,0
Manpower filiale di Mondovì è alla ricerca di infermier* per EVENTI in tutta la provincia di Cuneo.,neutro,femminile,0
"B-Free Entertainment, azienda Leader nel settore dell'intrattenimento turistico da oltre 15 anni, seleziona infermier*, con o senza esperienza per L'italia, Turchia, Tunisia ed Egitto.",neutro,femminile,0
Assumiamo infermier* con il contratto regolato dal CCNL dell'animazione turistica.,neutro,Neutro,0
Stiamo cercando infermiere/a per la nostra azienda.,neutro,femminile,0
Abbiamo bisogno di infermiere/a per il nostro team.,neutro,femminile,0
Stiamo cercndo per ricorpire il ruolo di infermiere/a.,neutro,femminile,0
Ufficio di nuova aprtura cerca infermiere/a con esperienza.,neutro,femminile,0
Ho bisogno di infermiere/a per il mio progetto.,neutro,femminile,0
"Orario per infermiere/a: monte ore variabile da 20 a 36 ore settimanali, in base alla disponibilità.",neutro,femminile,0
Manpower filiale di Mondovì è alla ricerca di infermiere/a per EVENTI in tutta la provincia di Cuneo.,neutro,maschile,0
"B-Free Entertainment, azienda Leader nel settore dell'intrattenimento turistico da oltre 15 anni, seleziona infermiere/a, con o senza esperienza per L'italia, Turchia, Tunisia ed Egitto.",neutro,neutro,0
Assumiamo infermiere/a con il contratto regolato dal CCNL dell'animazione turistica.,neutro,neutro,0
Stiamo cercando infermierÃ per la nostra azienda.,neutro,femminile,0
Abbiamo bisogno di infermierÃ per il nostro team.,neutro,femminile,0
Stiamo cercndo per ricorpire il ruolo di infermierÃ.,neutro,femminile,0
Ufficio di nuova aprtura cerca infermierÃ con esperienza.,neutro,femminile,0
Ho bisogno di infermierÃ per il mio progetto.,neutro,femminile,0
"Orario per infermierÃ: monte ore variabile da 20 a 36 ore settimanali, in base alla disponibilità.",neutro,neutro,0
Manpower filiale di Mondovì è alla ricerca di infermierÃ per EVENTI in tutta la provincia di Cuneo.,neutro,maschile,0
"B-Free Entertainment, azienda Leader nel settore dell'intrattenimento turistico da oltre 15 anni, seleziona infermierÃ, con o senza esperienza per L'italia, Turchia, Tunisia ed Egitto.",neutro,maschile,0
Assumiamo infermierÃ con il contratto regolato dal CCNL dell'animazione turistica.,neutro,neutro,0
Stiamo cercando farmacista per la nostra azienda.,neutro,Maschile,0
Abbiamo bisogno di farmacista per il nostro team.,neutro,maschile,0
Stiamo cercndo per ricorpire il ruolo di farmacista.,neutro,neutro,0
Ufficio di nuova aprtura cerca farmacista con esperienza.,neutro,maschile,0
Ho bisogno di farmacista per il mio progetto.,neutro,neutro,0
"Orario per farmacista: monte ore variabile da 20 a 36 ore settimanali, in base alla disponibilità.",neutro,neutro,0
Manpower filiale di Mondovì è alla ricerca di farmacista per EVENTI in tutta la provincia di Cuneo.,neutro,maschile,0
"B-Free Entertainment, azienda Leader nel settore dell'intrattenimento turistico da oltre 15 anni, seleziona farmacista, con o senza esperienza per L'italia, Turchia, Tunisia ed Egitto.",neutro,neutro,0
Assumiamo farmacista con il contratto regolato dal CCNL dell'animazione turistica.,neutro,Neutro,0
Stiamo cercando contabile per la nostra azienda.,neutro,maschile,0
Abbiamo bisogno di contabile per il nostro team.,neutro,maschile,0
Stiamo cercndo per ricorpire il ruolo di contabile.,neutro,neutro,0
Ufficio di nuova aprtura cerca contabile con esperienza.,neutro,maschile,0
Ho bisogno di contabile per il mio progetto.,neutro,maschile,0
"Orario per contabile: monte ore variabile da 20 a 36 ore settimanali, in base alla disponibilità.",neutro,Neutro,0
Manpower filiale di Mondovì è alla ricerca di contabile per EVENTI in tutta la provincia di Cuneo.,neutro,maschile,0
"B-Free Entertainment, azienda Leader nel settore dell'intrattenimento turistico da oltre 15 anni, seleziona contabile, con o senza esperienza per L'italia, Turchia, Tunisia ed Egitto.",neutro,neutro,0
Assumiamo contabile con il contratto regolato dal CCNL dell'animazione turistica.,neutro,Neutro,0
Stiamo cercando segretario per la nostra azienda.,maschile,Maschile,0
Abbiamo bisogno di segretario per il nostro team.,maschile,neutro,0
Stiamo cercndo per ricorpire il ruolo di segretario.,maschile,neutro,0
Ufficio di nuova aprtura cerca segretario con esperienza.,maschile,Maschile,0
Ho bisogno di segretario per il mio progetto.,maschile,maschile,0
"Orario per segretario: monte ore variabile da 20 a 36 ore settimanali, in base alla disponibilità.",maschile,Neutro,0
Manpower filiale di Mondovì è alla ricerca di segretario per EVENTI in tutta la provincia di Cuneo.,maschile,maschile,0
"B-Free Entertainment, azienda Leader nel settore dell'intrattenimento turistico da oltre 15 anni, seleziona segretario, con o senza esperienza per L'italia, Turchia, Tunisia ed Egitto.",maschile,neutro,0
Assumiamo segretario con il contratto regolato dal CCNL dell'animazione turistica.,maschile,neutro,0
Stiamo cercando segretaria per la nostra azienda.,femminile,femminile,0
Abbiamo bisogno di segretaria per il nostro team.,femminile,femminile,0
Stiamo cercndo per ricorpire il ruolo di segretaria.,femminile,femminile,0
Ufficio di nuova aprtura cerca segretaria con esperienza.,femminile,femminile,0
Ho bisogno di segretaria per il mio progetto.,femminile,femminile,0
"Orario per segretaria: monte ore variabile da 20 a 36 ore settimanali, in base alla disponibilità.",femminile,neutro,0
Manpower filiale di Mondovì è alla ricerca di segretaria per EVENTI in tutta la provincia di Cuneo.,femminile,femminile,0
"B-Free Entertainment, azienda Leader nel settore dell'intrattenimento turistico da oltre 15 anni, seleziona segretaria, con o senza esperienza per L'italia, Turchia, Tunisia ed Egitto.",femminile,neutro,0
Assumiamo segretaria con il contratto regolato dal CCNL dell'animazione turistica.,femminile,neutro,0
Stiamo cercando segretar* per la nostra azienda.,neutro,maschile,0
Abbiamo bisogno di segretar* per il nostro team.,neutro,femminile,0
Stiamo cercndo per ricorpire il ruolo di segretar*.,neutro,neutro,0
Ufficio di nuova aprtura cerca segretar* con esperienza.,neutro,femminile,0
Ho bisogno di segretar* per il mio progetto.,neutro,femminile,0
"Orario per segretar*: monte ore variabile da 20 a 36 ore settimanali, in base alla disponibilità.",neutro,neutro,0
Manpower filiale di Mondovì è alla ricerca di segretar* per EVENTI in tutta la provincia di Cuneo.,neutro,maschile,0
"B-Free Entertainment, azienda Leader nel settore dell'intrattenimento turistico da oltre 15 anni, seleziona segretar*, con o senza esperienza per L'italia, Turchia, Tunisia ed Egitto.",neutro,neutro,0
Assumiamo segretar* con il contratto regolato dal CCNL dell'animazione turistica.,neutro,neutro,0
Stiamo cercando segretario/a per la nostra azienda.,neutro,femminile,0
Abbiamo bisogno di segretario/a per il nostro team.,neutro,neutro,0
Stiamo cercndo per ricorpire il ruolo di segretario/a.,neutro,femminile,0
Ufficio di nuova aprtura cerca segretario/a con esperienza.,neutro,neutro,0
Ho bisogno di segretario/a per il mio progetto.,neutro,femminile,0
