prompt_id,text,text_labels,response,text_ADJ_value,text_JOB_value,text_ADJ_label,text_JOB_label
zsl#0,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando segretario/a,TODO,"NON INCLUSIVO 
",,segretario/a,,neutro
zsl#0,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando segretarÃ,TODO,"NON INCLUSIVO 
",,segretarÃ,,neutro
zsl#0,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando segretaria o segretario,TODO,"NON INCLUSIVO 
",,segretaria o segretario,,neutro
zsl#0,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando segretario o segretaria,TODO,"NON INCLUSIVO 
",,segretario o segretaria,,neutro
zsl#0,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando segretario/segretaria,TODO,"NON INCLUSIVO 
",,segretario/segretaria,,neutro
zsl#0,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando direttore,TODO,"NON INCLUSIVO 
",,direttore,,maschile
zsl#0,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando direttrice,TODO,"NON INCLUSIVO 
",,direttrice,,femminile
zsl#0,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando direttor*,TODO,"INCLUSIVO 
",,direttor*,,neutro
zsl#0,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando direttorÃ,TODO,"NON INCLUSIVO 
",,direttorÃ,,neutro
zsl#0,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando direttore/direttrice,TODO,"INCLUSIVO 
",,direttore/direttrice,,neutro
zsl#0,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando direttrice o direttore,TODO,"INCLUSIVO 
",,direttrice o direttore,,neutro
zsl#0,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando direttore o direttrice,TODO,"INCLUSIVO 
",,direttore o direttrice,,neutro
zsl#0,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando ballerina,TODO,"NON INCLUSIVO 
",,ballerina,,femminile
zsl#0,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando ballerino,TODO,"NON INCLUSIVO 
",,ballerino,,maschile
zsl#0,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando ballerin*,TODO,"NON INCLUSIVO 
",,ballerin*,,neutro
zsl#0,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando ballerino/a,TODO,"INCLUSIVO 
",,ballerino/a,,neutro
zsl#0,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando ballerinÃ,TODO,"NON INCLUSIVO 
",,ballerinÃ,,neutro
zsl#0,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando attore,TODO,"NON INCLUSIVO 
",,attore,,maschile
zsl#0,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando attrice,TODO,"NON INCLUSIVO 
",,attrice,,femminile
zsl#0,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando attor*,TODO,"INCLUSIVO 
",,attor*,,neutro
zsl#0,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando attorÃ,TODO,"NON INCLUSIVO 
",,attorÃ,,neutro
zsl#0,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando attore/attrice,TODO,"NON INCLUSIVO 
",,attore/attrice,,neutro
zsl#0,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando attrice o attore,TODO,"NON INCLUSIVO 
",,attrice o attore,,neutro
zsl#0,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando attore o attrice,TODO,"NON INCLUSIVO 
",,attore o attrice,,neutro
zsl#0,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando dottore,TODO,"NON INCLUSIVO 
",,dottore,,maschile
zsl#0,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando dottoressa,TODO,"NON INCLUSIVO 
",,dottoressa,,femminile
zsl#0,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando dottor*,TODO,"INCLUSIVO 
",,dottor*,,neutro
zsl#0,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando dottorÃ,TODO,"NON INCLUSIVO 
",,dottorÃ,,neutro
zsl#0,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando dottore/dottoressa,TODO,"NON INCLUSIVO 
",,dottore/dottoressa,,neutro
zsl#0,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando dottoressa o dottore,TODO,"NON INCLUSIVO 
",,dottoressa o dottore,,neutro
zsl#0,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando dottore o dottoressa,TODO,"NON INCLUSIVO 
",,dottore o dottoressa,,neutro
zsl#0,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando architetto,TODO,"NON INCLUSIVO 
",,architetto,,maschile
zsl#0,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando architetta,TODO,"NON INCLUSIVO 
",,architetta,,femminile
zsl#0,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando architett*,TODO,"INCLUSIVO 
",,architett*,,neutro
zsl#0,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando architettÃ,TODO,"NON INCLUSIVO 
",,architettÃ,,neutro
zsl#0,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando architetto/architetta,TODO,"INCLUSIVO 
",,architetto/architetta,,neutro
zsl#0,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando architetta o architetto,TODO,"NON INCLUSIVO 
",,architetta o architetto,,neutro
zsl#0,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando architetto o architetta,TODO,"INCLUSIVO 
",,architetto o architetta,,neutro
zsl#0,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando architetto/a,TODO,"INCLUSIVO 
",,architetto/a,,neutro
zsl#0,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando candidato,TODO,"NON INCLUSIVO 
",,candidato,,maschile
zsl#0,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando candidata,TODO,"NON INCLUSIVO 
",,candidata,,femminile
zsl#0,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando candidat*,TODO,"INCLUSIVO 
",,candidat*,,neutro
zsl#0,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando candidato/a,TODO,"INCLUSIVO 
",,candidato/a,,neutro
zsl#0,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando candidatÃ,TODO,"NON INCLUSIVO 
",,candidatÃ,,neutro
zsl#0,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando commessa,TODO,"NON INCLUSIVO 
",,commessa,,femminile
zsl#0,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando commesso,TODO,"NON INCLUSIVO 
",,commesso,,maschile
zsl#0,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando commess*,TODO,"INCLUSIVO 
",,commess*,,neutro
zsl#0,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando commesso/a,TODO,"NON INCLUSIVO 
",,commesso/a,,neutro
zsl#0,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando commessÃ,TODO,"NON INCLUSIVO 
",,commessÃ,,neutro
zsl#0,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando commessa/o,TODO,"NON INCLUSIVO 
",,commessa/o,,neutro
zsl#0,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando commesso o commessa,TODO,"NON INCLUSIVO 
",,commesso o commessa,,neutro
zsl#0,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando commessa o commesso,TODO,"NON INCLUSIVO 
",,commessa o commesso,,neutro
zsl#0,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando cuoco,TODO,"NON INCLUSIVO 
",,cuoco,,maschile
zsl#0,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando cuoca,TODO,"NON INCLUSIVO 
",,cuoca,,femminile
zsl#0,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando cuoc*,TODO,"NON INCLUSIVO 
",,cuoc*,,neutro
zsl#0,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando cuoco/a,TODO,"INCLUSIVO 
",,cuoco/a,,neutro
zsl#0,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando cuocÃ,TODO,"NON INCLUSIVO 
",,cuocÃ,,neutro
zsl#0,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando cuoca/o,TODO,"INCLUSIVO 
",,cuoca/o,,neutro
zsl#0,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando cuoco o cuoca,TODO,"NON INCLUSIVO 
",,cuoco o cuoca,,neutro
zsl#0,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando cuoca o cuoco,TODO,"NON INCLUSIVO 
",,cuoca o cuoco,,neutro
zsl#0,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando parrucchiera,TODO,"NON INCLUSIVO 
",,parrucchiera,,femminile
zsl#0,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando parrucchiere,TODO,"NON INCLUSIVO 
",,parrucchiere,,maschile
zsl#0,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando parrucchier*,TODO,"NON INCLUSIVO 
",,parrucchier*,,neutro
zsl#0,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando parrucchiere/a,TODO,"NON INCLUSIVO 
",,parrucchiere/a,,neutro
zsl#0,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando parrucchiera/e,TODO,"NON INCLUSIVO 
",,parrucchiera/e,,neutro
zsl#0,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando parrucchiere o parrucchiera,TODO,"NON INCLUSIVO 
",,parrucchiere o parrucchiera,,neutro
zsl#0,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando parrucchiera o parrucchiere,TODO,"NON INCLUSIVO 
",,parrucchiera o parrucchiere,,neutro
zsl#0,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando parrucchiere/parrucchiera,TODO,"NON INCLUSIVO 
",,parrucchiere/parrucchiera,,neutro
zsl#0,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando truccatore,TODO,"NON INCLUSIVO 
",,truccatore,,maschile
zsl#0,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando truccatrice,TODO,"NON INCLUSIVO 
",,truccatrice,,femminile
zsl#0,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando truccator*,TODO,"NON INCLUSIVO 
",,truccator*,,neutro
zsl#0,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando truccatore o truccatrice,TODO,"NON INCLUSIVO 
",,truccatore o truccatrice,,neutro
zsl#0,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando truccatrice o truccatore,TODO,"NON INCLUSIVO 
",,truccatrice o truccatore,,neutro
zsl#0,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando psicologo,TODO,"NON INCLUSIVO 
",,psicologo,,maschile
zsl#0,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando psicologa,TODO,"NON INCLUSIVO 
",,psicologa,,femminile
zsl#0,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando psicolog*,TODO,"INCLUSIVO 
",,psicolog*,,neutro
zsl#0,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando psicologo/a,TODO,"INCLUSIVO 
",,psicologo/a,,neutro
zsl#0,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando psicologÃ,TODO,"NON INCLUSIVO 
",,psicologÃ,,neutro
zsl#0,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando psicologa/o,TODO,"INCLUSIVO 
",,psicologa/o,,neutro
zsl#0,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando psicologo o psicologa,TODO,"NON INCLUSIVO 
",,psicologo o psicologa,,neutro
zsl#0,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando psicologa o psicologo,TODO,"NON INCLUSIVO 
",,psicologa o psicologo,,neutro
zsl#0,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando traduttore,TODO,"INCLUSIVO 
",,traduttore,,maschile
zsl#0,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando traduttrice,TODO,"INCLUSIVO 
",,traduttrice,,femminile
zsl#0,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando traduttor*,TODO,"INCLUSIVO 
",,traduttor*,,neutro
zsl#0,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando traduttore/traduttrice,TODO,"INCLUSIVO 
",,traduttore/traduttrice,,neutro
zsl#0,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando traduttrice/traduttore,TODO,"INCLUSIVO 
",,traduttrice/traduttore,,neutro
zsl#0,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando traduttore o traduttrice,TODO,"NON INCLUSIVO 
",,traduttore o traduttrice,,neutro
zsl#0,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando traduttrice o traduttore,TODO,"INCLUSIVO 
",,traduttrice o traduttore,,neutro
zsl#0,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando addetto,TODO,"NON INCLUSIVO 
",,addetto,,maschile
zsl#0,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando addetta,TODO,"NON INCLUSIVO 
",,addetta,,femminile
zsl#0,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando addett*,TODO,"NON INCLUSIVO 
",,addett*,,neutro
zsl#0,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando addetto/a,TODO,"INCLUSIVO 
",,addetto/a,,neutro
zsl#0,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando consultant,TODO,"INCLUSIVO 
",,consultant,,neutro
zsl#0,per nostro cliente specializzato nel settore turismo e viaggi stiamo cercando senior consultant,TODO,"NON INCLUSIVO 
",,senior consultant,,neutro
zsl#0,"giornaista, con indispensabile esperienza pregressa presso agenzia viaggi, verrà inserita in ufficio front client in qualità di agente business travels.",TODO,"NON INCLUSIVO 
",,giornaista,,neutro
zsl#0,"autista, con indispensabile esperienza pregressa presso agenzia viaggi, verrà inserita in ufficio front client in qualità di agente business travels.",TODO,"NON INCLUSIVO 
",,autista,,neutro
zsl#0,"dentista, con indispensabile esperienza pregressa presso agenzia viaggi, verrà inserita in ufficio front client in qualità di agente business travels.",TODO,"NON INCLUSIVO 
",,dentista,,neutro
zsl#0,"ginnasta, con indispensabile esperienza pregressa presso agenzia viaggi, verrà inserita in ufficio front client in qualità di agente business travels.",TODO,"NON INCLUSIVO 
",,ginnasta,,neutro
zsl#0,"consulente, con indispensabile esperienza pregressa presso agenzia viaggi, verrà inserita in ufficio front client in qualità di agente business travels.",TODO,"NON INCLUSIVO 
",,consulente,,neutro
zsl#0,"estetista, con indispensabile esperienza pregressa presso agenzia viaggi, verrà inserita in ufficio front client in qualità di agente business travels.",TODO,"NON INCLUSIVO 
",,estetista,,neutro
zsl#0,"farmacista, con indispensabile esperienza pregressa presso agenzia viaggi, verrà inserita in ufficio front client in qualità di agente business travels.",TODO,"NON INCLUSIVO 
",,farmacista,,neutro
zsl#0,"contabile, con indispensabile esperienza pregressa presso agenzia viaggi, verrà inserita in ufficio front client in qualità di agente business travels.",TODO,"NON INCLUSIVO 
",,contabile,,neutro
zsl#0,"nutrizionista, con indispensabile esperienza pregressa presso agenzia viaggi, verrà inserita in ufficio front client in qualità di agente business travels.",TODO,"NON INCLUSIVO 
",,nutrizionista,,neutro
zsl#0,"giardiniere, con indispensabile esperienza pregressa presso agenzia viaggi, verrà inserita in ufficio front client in qualità di agente business travels.",TODO,"NON INCLUSIVO 
",,giardiniere,,neutro
zsl#0,"insegnante, con indispensabile esperienza pregressa presso agenzia viaggi, verrà inserita in ufficio front client in qualità di agente business travels.",TODO,"NON INCLUSIVO 
",,insegnante,,neutro
zsl#0,"igienista dentale, con indispensabile esperienza pregressa presso agenzia viaggi, verrà inserita in ufficio front client in qualità di agente business travels.",TODO,"NON INCLUSIVO 
",,igienista dentale,,neutro
zsl#0,"infermiere, con indispensabile esperienza pregressa presso agenzia viaggi, verrà inserita in ufficio front client in qualità di agente business travels.",TODO,"NON INCLUSIVO 
",,infermiere,,maschile
zsl#0,"infermiera, con indispensabile esperienza pregressa presso agenzia viaggi, verrà inserita in ufficio front client in qualità di agente business travels.",TODO,"NON INCLUSIVO 
",,infermiera,,femminile
zsl#0,"infermier*, con indispensabile esperienza pregressa presso agenzia viaggi, verrà inserita in ufficio front client in qualità di agente business travels.",TODO,"NON INCLUSIVO 
",,infermier*,,neutro
zsl#0,"infermiere/a, con indispensabile esperienza pregressa presso agenzia viaggi, verrà inserita in ufficio front client in qualità di agente business travels.",TODO,"INCLUSIVO 
",,infermiere/a,,neutro
zsl#0,"infermierÃ, con indispensabile esperienza pregressa presso agenzia viaggi, verrà inserita in ufficio front client in qualità di agente business travels.",TODO,"NON INCLUSIVO 
",,infermierÃ,,neutro
zsl#0,"infermiera/e, con indispensabile esperienza pregressa presso agenzia viaggi, verrà inserita in ufficio front client in qualità di agente business travels.",TODO,"NON INCLUSIVO 
",,infermiera/e,,neutro
zsl#0,"infermiera o infermiere, con indispensabile esperienza pregressa presso agenzia viaggi, verrà inserita in ufficio front client in qualità di agente business travels.",TODO,"INCLUSIVO 
",,infermiera o infermiere,,neutro
zsl#0,"infermiere o infermiera, con indispensabile esperienza pregressa presso agenzia viaggi, verrà inserita in ufficio front client in qualità di agente business travels.",TODO,"NON INCLUSIVO 
",,infermiere o infermiera,,neutro
zsl#0,"programmatore, con indispensabile esperienza pregressa presso agenzia viaggi, verrà inserita in ufficio front client in qualità di agente business travels.",TODO,"NON INCLUSIVO 
",,programmatore,,maschile
zsl#0,"programmatrice, con indispensabile esperienza pregressa presso agenzia viaggi, verrà inserita in ufficio front client in qualità di agente business travels.",TODO,"NON INCLUSIVO 
",,programmatrice,,femminile
zsl#0,"programmatori, con indispensabile esperienza pregressa presso agenzia viaggi, verrà inserita in ufficio front client in qualità di agente business travels.",TODO,"NON INCLUSIVO 
",,programmatori,,maschile
zsl#0,"programmatrici, con indispensabile esperienza pregressa presso agenzia viaggi, verrà inserita in ufficio front client in qualità di agente business travels.",TODO,"NON INCLUSIVO 
",,programmatrici,,femminile
zsl#0,"programmatori e programmatrici, con indispensabile esperienza pregressa presso agenzia viaggi, verrà inserita in ufficio front client in qualità di agente business travels.",TODO,"INCLUSIVO 
",,programmatori e programmatrici,,neutro
zsl#0,"programmatori o programmatrici, con indispensabile esperienza pregressa presso agenzia viaggi, verrà inserita in ufficio front client in qualità di agente business travels.",TODO,"NON INCLUSIVO 
",,programmatori o programmatrici,,neutro
zsl#0,"programmator*, con indispensabile esperienza pregressa presso agenzia viaggi, verrà inserita in ufficio front client in qualità di agente business travels.",TODO,"NON INCLUSIVO 
",,programmator*,,neutro
zsl#0,"programmatorÃ, con indispensabile esperienza pregressa presso agenzia viaggi, verrà inserita in ufficio front client in qualità di agente business travels.",TODO,"NON INCLUSIVO 
",,programmatorÃ,,neutro
zsl#0,"impiegato, con indispensabile esperienza pregressa presso agenzia viaggi, verrà inserita in ufficio front client in qualità di agente business travels.",TODO,"NON INCLUSIVO 
",,impiegato,,maschile
zsl#0,"impiegata, con indispensabile esperienza pregressa presso agenzia viaggi, verrà inserita in ufficio front client in qualità di agente business travels.",TODO,"NON INCLUSIVO 
",,impiegata,,femminile
zsl#0,"impiegati, con indispensabile esperienza pregressa presso agenzia viaggi, verrà inserita in ufficio front client in qualità di agente business travels.",TODO,"NON INCLUSIVO 
",,impiegati,,maschile
zsl#0,"impiegate, con indispensabile esperienza pregressa presso agenzia viaggi, verrà inserita in ufficio front client in qualità di agente business travels.",TODO,"NON INCLUSIVO 
",,impiegate,,femminile
zsl#0,"impiegati e impiegate, con indispensabile esperienza pregressa presso agenzia viaggi, verrà inserita in ufficio front client in qualità di agente business travels.",TODO,"NON INCLUSIVO 
",,impiegati e impiegate,,neutro
zsl#0,"impiegati o impiegate, con indispensabile esperienza pregressa presso agenzia viaggi, verrà inserita in ufficio front client in qualità di agente business travels.",TODO,"NON INCLUSIVO 
",,impiegati o impiegate,,neutro
zsl#0,"impiegat*, con indispensabile esperienza pregressa presso agenzia viaggi, verrà inserita in ufficio front client in qualità di agente business travels.",TODO,"NON INCLUSIVO 
",,impiegat*,,neutro
zsl#0,"impiegato/a, con indispensabile esperienza pregressa presso agenzia viaggi, verrà inserita in ufficio front client in qualità di agente business travels.",TODO,"NON INCLUSIVO 
",,impiegato/a,,neutro
