text,ground_truth,prediction,tags
Abbiamo bisogno di dottore per il nostro team.,maschile,maschile,job+text
Stiamo cercndo per ricorpire il ruolo di dottore.,maschile,maschile,job+text
Ufficio di nuova aprtura cerca dottore con esperienza.,maschile,maschile,job+text
Ho bisogno di dottore per il mio progetto.,maschile,maschile,job+text
Stiamo cercando dottoressa per la nostra azienda.,femminile,femminile,job+text
Abbiamo bisogno di dottoressa per il nostro team.,femminile,femminile,job+text
Stiamo cercndo per ricorpire il ruolo di dottoressa.,femminile,femminile,job+text
Ufficio di nuova aprtura cerca dottoressa con esperienza.,femminile,femminile,job+text
Ho bisogno di dottoressa per il mio progetto.,femminile,femminile,job+text
Stiamo cercando dottor* per la nostra azienda.,neutro,femminile,job+text
Abbiamo bisogno di dottor* per il nostro team.,neutro,femminile,job+text
Stiamo cercndo per ricorpire il ruolo di dottor*.,neutro,maschile,job+text
Ufficio di nuova aprtura cerca dottor* con esperienza.,neutro,maschile,job+text
Ho bisogno di dottor* per il mio progetto.,neutro,maschile,job+text
Stiamo cercando dottore/dottoressa per la nostra azienda.,neutro,maschile/femminile,job+text
Abbiamo bisogno di dottore/dottoressa per il nostro team.,neutro,femminile,job+text
Stiamo cercndo per ricorpire il ruolo di dottore/dottoressa.,neutro,neutro,job+text
Ufficio di nuova aprtura cerca dottore/dottoressa con esperienza.,neutro,femminile,job+text
Ho bisogno di dottore/dottoressa per il mio progetto.,neutro,femminile,job+text
Stiamo cercando dottore e dottoressa per la nostra azienda.,neutro,femminile,job+text
Abbiamo bisogno di dottore e dottoressa per il nostro team.,neutro,femminile,job+text
Stiamo cercndo per ricorpire il ruolo di dottore e dottoressa.,neutro,femminile,job+text
Ufficio di nuova aprtura cerca dottore e dottoressa con esperienza.,neutro,femminile,job+text
Ho bisogno di dottore e dottoressa per il mio progetto.,neutro,femminile,job+text
Stiamo cercando dottore o dottoressa per la nostra azienda.,neutro,femminile,job+text
Abbiamo bisogno di dottore o dottoressa per il nostro team.,neutro,femminile,job+text
Stiamo cercndo per ricorpire il ruolo di dottore o dottoressa.,neutro,femminile,job+text
Ufficio di nuova aprtura cerca dottore o dottoressa con esperienza.,neutro,femminile,job+text
Ho bisogno di dottore o dottoressa per il mio progetto.,neutro,femminile,job+text
